,Accuracy,Precision,Recall,F1 Score,FPR,FNR
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.5",0.9531178966510078,0.9532750933410664,0.9568476204337069,0.9550580160156888,0.05093251145882725,0.043152379566293114
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.5",0.95423202242934,0.9522714203565268,0.9605568445475638,0.9563961882760612,0.052690049198539916,0.03944315545243619
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.3",0.9443855129565085,0.9265360022240756,0.970091689710377,0.9478137220049769,0.083530899320373,0.02990831028962305
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.3",0.9424869288474653,0.9208613358935674,0.9736078886310905,0.9465003171917953,0.09157276622758292,0.026392111368909513
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.5",0.953761933626307,0.9582433668801464,0.9526997525833212,0.9554635187651663,0.04508455824245298,0.04730024741667879
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.5",0.9555201939834811,0.9551291299956716,0.9599767981438515,0.957546828668547,0.0493572448817648,0.040023201856148494
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.3",0.9378504318836187,0.9186935612220185,0.966125745888517,0.9418128291982194,0.0928560139086455,0.033874254111483044
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.3",0.9394559369553687,0.9210053859964094,0.9670823665893271,0.9434816439131357,0.09077924139025552,0.03291763341067285
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.5",0.9539892407940597,0.9491914374843128,0.9631785766264008,0.9561338558503242,0.05599020072704283,0.036821423373599185
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.5",0.9544593468212472,0.9475330584387885,0.9663573085846868,0.9568526096632924,0.05856213299476273,0.033642691415313224
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.3",0.9429459008940748,0.9187829420220412,0.9767501091544171,0.9468801805932772,0.09376481744902798,0.023249890845582884
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.3",0.9430931272258847,0.9183117767188563,0.9781032482598608,0.9472649392598834,0.095222980479289,0.021896751740139213
"train layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.5",0.9555803909683286,0.9508267278792009,0.964561199243196,0.9576447213943827,0.054172593646277856,0.03543880075680396
"val layers=[256, 128, 128, 256], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.5",0.9555201939834811,0.9472564866014462,0.968822505800464,0.9579181303319234,0.05903824789715918,0.031177494199535964
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.3",0.9519055917563267,0.9374013677012099,0.9725658564983263,0.9546599046411544,0.07053105737316263,0.0274341435016737
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.3",0.9497613093884973,0.933027650409893,0.9737529002320185,0.9529553679131484,0.07649579431836216,0.02624709976798144
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.5",0.9538945294741628,0.9564171707601486,0.9549556105370397,0.9556858318464844,0.047257784099889365,0.045044389462960265
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.5",0.9543077972266424,0.9535822401614531,0.9592517401392111,0.9564085881587508,0.0511029995238851,0.040748259860788866
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.3",0.9476435823609638,0.9260306080242658,0.977514190074225,0.9510761823845936,0.0847953216374269,0.022485809925774997
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.3",0.9466545426990983,0.9231820667031164,0.9794083526682135,0.9504643962848297,0.0891921917156007,0.020591647331786544
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.5",0.9313342930747083,0.9430969802770865,0.9238466016591471,0.933372543974121,0.06053421842895527,0.07615339834085286
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.5",0.9317269076305221,0.9424354243542435,0.925899071925754,0.9340940677346208,0.06189493731153785,0.07410092807424594
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.3",0.9229807546597969,0.9045118496510745,0.952626982971911,0.927946127946128,0.10921447763553027,0.04737301702808907
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.3",0.924982950670607,0.9052978314575899,0.9564965197215777,0.930193202651248,0.10950642755118235,0.043503480278422275
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.5",0.9537051068343688,0.9476224526278155,0.9643792752146704,0.9559274353518231,0.05788683420262367,0.03562072478532965
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.5",0.9559748427672956,0.9485722403750533,0.9682424593967517,0.9583064226767133,0.057451198222504364,0.03175754060324826
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.3",0.9511668434611305,0.9284976945839929,0.9818075971474313,0.9544087999151134,0.08210842421368737,0.01819240285256877
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.3",0.950594832158824,0.9260371179039302,0.9840487238979119,0.9541619797525309,0.08601809236629107,0.015951276102088168
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.5",0.9539324140021216,0.9560547586106459,0.9554286130112065,0.9557415832575068,0.04769242927137664,0.04457138698879348
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.5",0.9566568159430173,0.9553571428571429,0.9620069605568445,0.9586705202312139,0.049198539914299316,0.03799303944315545
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.3",0.9523223215638733,0.9414718675955723,0.9686362974821714,0.9548609243019315,0.06539434171013118,0.03136370251782856
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.3",0.9528680760778965,0.9404661611906768,0.9712877030162413,0.9556284776715651,0.06729090620536422,0.0287122969837587
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.5",0.9516593423245946,0.952322206095791,0.9549556105370397,0.9536370903277378,0.051920341394025606,0.045044389462960265
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.5",0.9536258240509207,0.9510479471719782,0.9607018561484919,0.9558505266195354,0.05411839390572925,0.03929814385150812
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.3",0.9444233974844674,0.9218502989896212,0.9759860282346092,0.9481460535152522,0.08985301090564249,0.024013971765390774
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.3",0.9451390467530499,0.9228555768703754,0.97665313225058,0.9489925320557983,0.08935089668306619,0.023346867749419953
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.5",0.9520192453402031,0.9546630708116185,0.9530999854460778,0.9538808877883582,0.049154417575470205,0.04690001455392228
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.5",0.9513525801318482,0.9529258400926999,0.9540313225058005,0.9534782608695652,0.05157911442628154,0.045968677494199535
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.3",0.9457493559630247,0.9190210361494996,0.9823533692330083,0.949632443459604,0.09400189663347558,0.017646630766991703
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.3",0.9444570735773282,0.9169259910702205,0.9827436194895591,0.9486946174844264,0.09744485002380575,0.017256380510440834
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.5",0.9554667373844522,0.9561177452724039,0.958448551884733,0.9572817298083038,0.04777145566619251,0.041551448115267064
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.5",0.9567325907403198,0.9544474780859319,0.9631670533642691,0.9587874413569109,0.05030947468655769,0.036832946635730855
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.3",0.9181125928170935,0.940775701290298,0.8993232426138844,0.9195825659914058,0.06148253516674569,0.10067675738611556
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.3",0.9142229294536637,0.9361380145278451,0.8970417633410673,0.9161729857819905,0.06697349627043327,0.10295823665893271
"train layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.5",0.9541218366419154,0.9504313443565781,0.9620506476495415,0.9562056994069145,0.05448869922554133,0.037949352350458446
"val layers=[256, 128, 128, 256], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.5",0.95423202242934,0.9495570162903687,0.9636020881670534,0.9565279976968476,0.05602285351531503,0.03639791183294663
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.3",0.9462607970904683,0.92658105161134,0.9739484791151215,0.9496744895606053,0.08380749170222855,0.026051520884878474
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.3",0.9446086231719331,0.9225496915695682,0.9759280742459396,0.9484884786132055,0.08966830661799714,0.024071925754060326
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.5",0.9547090468252766,0.950615953740617,0.9630330374035803,0.9567842102409312,0.054330646435909596,0.03696696259641973
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.5",0.9546108964158521,0.9493363779078065,0.9646171693735499,0.9569157735740488,0.056340263450245995,0.03538283062645012
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.3",0.9516782845885741,0.9319496898929351,0.9786421190510842,0.9547253527375987,0.07760391970918287,0.021357880948915733
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.3",0.9512768053345457,0.9296413357152673,0.9810034802784223,0.9546320468496436,0.08125694334232661,0.018996519721577725
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.5",0.9546522200333384,0.9532480670568683,0.9599767137243487,0.9566005583553896,0.05113007744586692,0.040023286275651285
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.5",0.9570356899295295,0.953042233357194,0.9653422273781903,0.9591527987897126,0.05205522932867799,0.034657772621809746
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.3",0.9506364600697075,0.9486079053664166,0.9570295444622325,0.9528001159168297,0.05630630630630631,0.042970455537767425
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.3",0.9493824354019853,0.9437161584497008,0.9604118329466357,0.9519908006324566,0.06268846214886525,0.03958816705336427
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.5",0.9556372177602667,0.9418008012933156,0.9750400232862757,0.9581322178125782,0.06543385490753911,0.02495997671372435
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.5",0.956959915132227,0.9411600669269381,0.9788283062645011,0.9596246801251066,0.06697349627043327,0.02117169373549884
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.3",0.9500871344143051,0.9316010699273978,0.9757677194003784,0.9531730376215102,0.07780148569622254,0.024232280599621597
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.3",0.9493066606046828,0.92856159669649,0.9782482598607889,0.9527575736176823,0.08236787811458499,0.021751740139211138
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.5",0.9561297166237309,0.9614256380170138,0.9540096055887062,0.957703265395573,0.04156788367314683,0.04599039441129384
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.5",0.9596878078351141,0.9635780885780886,0.959106728538283,0.9613372093023256,0.03967624186637042,0.04089327146171694
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.3",0.9549742385209881,0.93977929584866,0.9760587978460195,0.9575755412375734,0.06792318634423898,0.023941202153980497
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.3",0.9553686443888763,0.9387783497982468,0.978393271461717,0.9581765248881631,0.06983018568481193,0.021606728538283063
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.5",0.9475299287770874,0.9532682855256401,0.9455683306651143,0.9494026960873854,0.05033981349770823,0.05443166933488575
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.5",0.9483215882397514,0.9521245634458673,0.9488109048723898,0.950464846019756,0.05221393429614347,0.05118909512761021
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.3",0.9495756932868616,0.9259971167707832,0.9815892883132004,0.9529831502349076,0.08519045361150625,0.018410711686799593
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.3",0.9497613093884973,0.9263921193049665,0.9818735498839907,0.9533262935586061,0.08538327249642914,0.01812645011600928
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.5",0.9544249128655857,0.951335397019653,0.961650414786785,0.956465096080773,0.05342184289552711,0.03834958521321496
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.5",0.9546108964158521,0.9502359502359502,0.9636020881670534,0.9568723450212399,0.05522932867798762,0.03639791183294663
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.3",0.937282163964237,0.9418710927503382,0.9373817493814584,0.9396210587741853,0.06282598387861546,0.06261825061854169
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.3",0.9371069182389937,0.9391833188531712,0.9405452436194895,0.9398637878568323,0.0666560863355023,0.05945475638051044
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.5",0.9532504924988635,0.9566963633708193,0.9533546790860137,0.9550225980463625,0.04686265212581002,0.04664532091398632
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.5",0.9541562476320375,0.9558035067381538,0.9564965197215777,0.9561498876567369,0.04840501507697191,0.043503480278422275
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.3",0.927299590847098,0.9336487676056338,0.926175229224276,0.9298969825381749,0.07147937411095306,0.07382477077572405
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.3",0.927710843373494,0.9317058994478349,0.929814385150812,0.9307591813035274,0.07459133470877638,0.07018561484918794
"train layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.5",0.9531368389149871,0.9546611401977894,0.9553558433997963,0.9550083654615552,0.04927295716769401,0.04464415660020375
"val layers=[256, 128, 128, 256], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.5",0.9553686443888763,0.9547224224945926,0.9601218097447796,0.9574145036512183,0.049833359784161244,0.039878190255220415
