,Accuracy,Precision,Recall,F1 Score,FPR,FNR
"val layers=[64, 64], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.3",0.9581723118890657,0.9537911301859799,0.966792343387471,0.9602477315281579,0.051261704491350576,0.033207656612529
"train layers=[64, 64], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.5",0.9572851947264737,0.9527980185936322,0.9657982826371707,0.9592541062103609,0.05195985459143354,0.03420171736282928
"val layers=[64, 64], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.5",0.9585511858755777,0.9509873561585452,0.970707656612529,0.9607463222102619,0.05475321377559118,0.029292343387470998
"train layers=[64, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.3",0.957588270950144,0.9591836734693877,0.9593581720273614,0.9592709148127262,0.04433380749170223,0.04064182797263863
"val layers=[64, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.3",0.9570356899295295,0.9576283441793203,0.9602668213457076,0.9589457678661936,0.04650055546738613,0.03973317865429234
"train layers=[64, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.5",0.9585164418851341,0.9550917596257646,0.9657255130257605,0.9603792017946955,0.049312470365101946,0.03427448697423956
"val layers=[64, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.5",0.9582480866863681,0.9526323298616065,0.9682424593967517,0.9603739661992089,0.052690049198539916,0.03175754060324826
"train layers=[64, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.3",0.9559024094559782,0.9577480165950942,0.9575389317421045,0.957643462756086,0.04587482219061166,0.0424610682578955
"val layers=[64, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.3",0.9573387891187392,0.9581826074374186,0.9602668213457076,0.9592235822408923,0.0458657355975242,0.03973317865429234
"train layers=[64, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.5",0.9584217305652372,0.9579847151291245,0.9623417260951826,0.9601582778211388,0.04583530899320373,0.037658273904817345
"val layers=[64, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.5",0.9587027354701826,0.9555300530770334,0.9659222737819025,0.960698060142785,0.049198539914299316,0.034077726218097446
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.3",0.9568874071829065,0.9553139224044506,0.9621961868723621,0.9587427038393214,0.048877825193614666,0.0378038131276379
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.3",0.9583996362809729,0.9549820788530466,0.9659222737819025,0.9604210222766923,0.049833359784161244,0.034077726218097446
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.5",0.9583459615093196,0.9549462017344993,0.9655435889972348,0.9602156568306406,0.04947052315473368,0.034456411002765246
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.5",0.9594604834432068,0.9544220602943277,0.968677494199536,0.9614969413458079,0.05062688462148865,0.031322505800464036
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.3",0.9577019245340203,0.9560741249142073,0.9629966525978751,0.959522903184875,0.04804804804804805,0.037003347402124874
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.3",0.9581723118890657,0.9553545793855871,0.9650522041763341,0.9601789063627182,0.0493572448817648,0.034947795823665896
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.5",0.9578724049098348,0.9561872426497147,0.9632149614321059,0.9596882363603407,0.04792950845582424,0.03678503856789405
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.5",0.9588542850647874,0.9558042760797819,0.9659222737819025,0.9608366390191129,0.04888112997936835,0.034077726218097446
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.3",0.9562433702076072,0.9582756863030656,0.9576480861592199,0.9579617834394905,0.04528212422949265,0.04235191384078009
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.3",0.9577176631052512,0.9570233631381598,0.9622969837587007,0.9596529284164859,0.047294080304713534,0.037703016241299306
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.5",0.9561486588877103,0.9579679027621093,0.9577936253820405,0.957880756145043,0.04563774300616406,0.04220637461795954
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=7, dropout_rate=0.5",0.956959915132227,0.9564339296018465,0.9614269141531323,0.9589239224761353,0.04792890017457546,0.03857308584686775
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.3",0.9563001969995454,0.957713703959568,0.9583757822733227,0.9580446287304272,0.04595384858542753,0.04162421772667734
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.3",0.9583238614836705,0.9579965357967667,0.9624419953596288,0.9602141203703703,0.046183145532455165,0.03755800464037123
"train layers=[64, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.5",0.9579481739657524,0.9562265241259752,0.9633241158492214,0.9597621982164867,0.047889995258416314,0.03667588415077863
"val layers=[64, 64], epochs=100, min_delta=0.0, patience=9, dropout_rate=0.5",0.9590058346593923,0.9551640166165306,0.9669373549883991,0.9610146285220148,0.049674654816695765,0.03306264501160093
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.3",0.9588005758448249,0.9586459352687471,0.9623781109008878,0.9605083976395824,0.04508455824245298,0.03762188909911221
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.3",0.9600666818216261,0.9578720345075485,0.9660672853828306,0.961952205616923,0.04650055546738613,0.033932714617169374
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.5",0.9565653886952569,0.9590364080323627,0.9574661621306942,0.9582506418076215,0.044412833886518094,0.04253383786930578
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=3, dropout_rate=0.5",0.9570356899295295,0.958423873678111,0.9593967517401392,0.9589100659468077,0.04554832566259324,0.04060324825986079
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.3",0.9546522200333384,0.9576128985190049,0.9551739193712706,0.9563918539837517,0.045914335388019596,0.04482608062872944
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.3",0.9553686443888763,0.9578916799767678,0.9566415313225058,0.9572661974896611,0.04602444056498969,0.0433584686774942
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.5",0.9576450977420822,0.9577561824642832,0.9610318730897977,0.9593912317024446,0.0460328749802434,0.0389681269102023
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=5, dropout_rate=0.5",0.9576418883079488,0.9571490405424903,0.9620069605568445,0.9595718521732841,0.047135375337248056,0.03799303944315545
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.3",0.9572662524624943,0.9563345633456335,0.9618323388153107,0.9590755723252186,0.04769242927137664,0.038167661184689276
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.3",0.9570356899295295,0.9544736464167743,0.9637470997679815,0.9590879572840754,0.05030947468655769,0.03625290023201856
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.5",0.957493559630247,0.9570145578329833,0.9615412603696696,0.9592725688772732,0.046902165323217955,0.03845873963033038
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=7, dropout_rate=0.5",0.9583996362809729,0.9555045213147696,0.9653422273781903,0.9603981822116425,0.049198539914299316,0.034657772621809746
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.3",0.9568684649189271,0.9582924257299734,0.9588851695531946,0.9585887060107302,0.04532163742690058,0.04111483044680542
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.3",0.9583238614836705,0.9574682814302191,0.963022041763341,0.9602371312897628,0.04681796540231709,0.036977958236658934
"train layers=[64, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.5",0.9583838460372783,0.9572859777930486,0.9630330374035803,0.960150907804763,0.04666508613877035,0.03696696259641973
"val layers=[64, 64], epochs=100, min_delta=0.001, patience=9, dropout_rate=0.5",0.9603697810108358,0.9571080189355903,0.9675174013921114,0.9622845604672965,0.04745278527217902,0.03248259860788863
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.3",0.9569821185028035,0.95973888625506,0.9575389317421045,0.9586376468445497,0.04362256993835941,0.0424610682578955
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.3",0.9585511858755777,0.958146918747294,0.9627320185614849,0.9604339963833635,0.04602444056498969,0.037267981438515084
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.5",0.9591225943324746,0.9561270801815431,0.9657982826371707,0.9609383484777179,0.04812707444286392,0.03420171736282928
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=3, dropout_rate=0.5",0.9592331590512996,0.9551832760595648,0.9673723897911833,0.9612391930835735,0.049674654816695765,0.03262761020881671
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.3",0.9589710562206395,0.9574990964943982,0.9639790423519139,0.9607281430177321,0.046467520151730675,0.03602095764808616
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.3",0.9603697810108358,0.9571080189355903,0.9675174013921114,0.9622845604672965,0.04745278527217902,0.03248259860788863
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.5",0.9574556751022882,0.9558557907665631,0.9627419589579391,0.9592865170576079,0.04828512723249565,0.03725804104206083
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=5, dropout_rate=0.5",0.9584754110782754,0.9542072123640527,0.9669373549883991,0.9605301065975224,0.050785589588954134,0.03306264501160093
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.3",0.9571147143506592,0.9561238515517616,0.9617595692039005,0.9589334300743697,0.04792950845582424,0.038240430796099546
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.3",0.9583238614836705,0.9553673938002296,0.9653422273781903,0.960328909405655,0.0493572448817648,0.034657772621809746
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.5",0.9576450977420822,0.9519223884871483,0.9675083685053122,0.959652098596124,0.0530662241188557,0.03249163149468782
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=7, dropout_rate=0.5",0.9595362582405093,0.952875854214123,0.9705626450116009,0.9616379310344828,0.05253134423107443,0.029437354988399073
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.3",0.954879527201091,0.9585007671513115,0.9546645320913987,0.956578803456196,0.04488699225541331,0.045335467908601365
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.3",0.9564294915511101,0.9586417065737919,0.9579466357308585,0.9582940451149634,0.045230915727662274,0.04205336426914153
"train layers=[64, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.5",0.957057887558721,0.9585075820938943,0.9590307087760152,0.9587690740774422,0.04508455824245298,0.04096929122398486
"val layers=[64, 64], epochs=200, min_delta=0.0, patience=9, dropout_rate=0.5",0.9593089338486019,0.9596645944773746,0.9625870069605569,0.9611235792369507,0.04427868592286938,0.037412993039443156
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.3",0.9566411577511744,0.955919076399696,0.9610318730897977,0.9584686564456137,0.04812707444286392,0.0389681269102023
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.3",0.9574145639160415,0.9541152853455692,0.964907192575406,0.9594808940158616,0.050785589588954134,0.03509280742459397
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.5",0.9576261554781027,0.9590864457940866,0.9595400960558871,0.9593132172932468,0.04445234708392603,0.04045990394411294
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=3, dropout_rate=0.5",0.9589300598620899,0.9585739030023095,0.963022041763341,0.9607928240740741,0.04554832566259324,0.036977958236658934
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.3",0.9579860584937112,0.9579828886310905,0.9614684907582594,0.9597225248783322,0.0457957957957958,0.03853150924174065
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.3",0.9595362582405093,0.9587539659648111,0.9640371229698376,0.9613882863340564,0.04538962069512776,0.03596287703016241
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.5",0.9578534626458555,0.957011036728786,0.9622689564837724,0.9596327944991745,0.04694167852062589,0.03773104351622762
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=5, dropout_rate=0.5",0.9597635826324165,0.9564032697547684,0.9670823665893271,0.9617131732641142,0.048246310109506425,0.03291763341067285
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.3",0.9552773147446583,0.9588005405602834,0.9551375345655654,0.9569655323259756,0.044570886676149835,0.04486246543443458
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.3",0.9548382208077594,0.957981971503344,0.9554814385150812,0.9567300711485407,0.0458657355975242,0.04451856148491879
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.5",0.9540460675859979,0.955765732993816,0.9559743850967836,0.9558700476588933,0.04804804804804805,0.044025614903216416
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=7, dropout_rate=0.5",0.9557475183753883,0.9569939183318853,0.9583816705336426,0.9576872916968555,0.047135375337248056,0.04161832946635731
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.3",0.95739884831035,0.955818070156425,0.9626691893465289,0.9592313967189341,0.04832464042990359,0.03733081065347111
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.3",0.9587785102674851,0.9541035173005433,0.9676624129930395,0.9608351331893449,0.05094429455641961,0.03233758700696056
"train layers=[64, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.5",0.9563380815275042,0.9572845156369184,0.9589215543588997,0.95810233572662,0.046467520151730675,0.041078445641100275
"val layers=[64, 64], epochs=200, min_delta=0.001, patience=9, dropout_rate=0.5",0.9574145639160415,0.9576589595375723,0.960991879350348,0.9593225246091488,0.04650055546738613,0.03900812064965197
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.3",0.9571147143506592,0.9558929862617498,0.9620142628438364,0.9589438560858843,0.04820610083767979,0.03798573715616359
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.3",0.9586269606728802,0.9548710601719198,0.9665023201856149,0.9606514845776881,0.04999206475162673,0.03349767981438515
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.5",0.9591225943324746,0.9568181818181818,0.9650342017173629,0.9609086298094341,0.0472972972972973,0.03496579828263717
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=3, dropout_rate=0.5",0.9600666818216261,0.9553839553839554,0.968822505800464,0.9620563035495716,0.04951594984923028,0.031177494199535964
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.3",0.9560728898317927,0.9575620931670242,0.9580847038276815,0.9578233272102287,0.04611190137505927,0.04191529617231844
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.3",0.957869212699856,0.9569040069184203,0.9627320185614849,0.9598091658233339,0.04745278527217902,0.037267981438515084
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.5",0.958175481133505,0.9575007240081089,0.9623781109008878,0.9599332220367279,0.04638849375691481,0.03762188909911221
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=5, dropout_rate=0.5",0.9592331590512996,0.9559667240390132,0.9665023201856149,0.961205653302567,0.048722425011902874,0.03349767981438515
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.3",0.9579860584937112,0.9577505616349011,0.9617231843981953,0.9597327620638321,0.04607238817765134,0.03827681560180469
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.3",0.9600666818216261,0.957345971563981,0.9666473317865429,0.9619741684104193,0.047135375337248056,0.03335266821345707
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.5",0.9563191392635247,0.9535922749873892,0.96296026779217,0.9582533762989247,0.05089299826141931,0.03703973220783001
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=7, dropout_rate=0.5",0.9562779419565053,0.9515506645705303,0.9654872389791184,0.958468293385158,0.053800983970798286,0.03451276102088167
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.3",0.959046825276557,0.9563838223632039,0.9653616649687091,0.9608517727157498,0.04781096886360044,0.034638335031290934
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.3",0.960597105402743,0.9543899657924744,0.9709976798143851,0.9626221966647499,0.050785589588954134,0.029002320185614848
"train layers=[64, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.5",0.957834520381876,0.9586359674607786,0.9604497161985155,0.9595419847328245,0.04500553184763711,0.0395502838014845
"val layers=[64, 64], epochs=500, min_delta=0.0, patience=9, dropout_rate=0.5",0.9597635826324165,0.9591689510893089,0.9640371229698376,0.9615968756780212,0.04491350579273131,0.03596287703016241
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.3",0.9543491438096682,0.9555264879005886,0.9568476204337069,0.9561865978256917,0.04836415362731152,0.043152379566293114
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.3",0.9548382208077594,0.9529767040552201,0.960991879350348,0.9569675090252707,0.051896524361212504,0.03900812064965197
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.5",0.9590847098045159,0.958137347130762,0.9635060398777471,0.9608141939697399,0.04571676940097993,0.03649396012225295
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=3, dropout_rate=0.5",0.9603697810108358,0.9567149204529167,0.9679524361948956,0.9623008721977943,0.04792890017457546,0.03204756380510441
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.3",0.9563001969995454,0.9597195340174561,0.9561926939310144,0.9579528678440593,0.043583056740951476,0.04380730606898559
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.3",0.9566568159430173,0.9573329476424646,0.9598317865429234,0.9585807385952209,0.04681796540231709,0.040168213457076565
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.5",0.9582133656614639,0.9562486463071258,0.9638335031290933,0.9600260935744573,0.047889995258416314,0.03616649687090671
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=5, dropout_rate=0.5",0.9599151322270213,0.9547207541779745,0.9692575406032483,0.9619342304094409,0.05030947468655769,0.03074245939675174
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.3",0.9579860584937112,0.958414979316351,0.9609954882840925,0.9597034991461066,0.04528212422949265,0.039004511715907436
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.3",0.9594604834432068,0.958483494305896,0.9641821345707656,0.9613243692619099,0.04570703063005872,0.03581786542923434
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.5",0.957057887558721,0.9598118230553225,0.9576117013535148,0.9587104999544668,0.04354354354354354,0.042388298646485224
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=7, dropout_rate=0.5",0.9581723118890657,0.9594438006952491,0.9605568445475638,0.96,0.04443739089033487,0.03944315545243619
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.3",0.9573609637823912,0.9543375706723325,0.9642337359918498,0.9592601306716377,0.05010273431326063,0.035766264008150195
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.3",0.9593847086459044,0.9537671232876712,0.9692575406032483,0.9614499424626007,0.05142040945881606,0.03074245939675174
"train layers=[64, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.5",0.9580428852856493,0.9554121760444076,0.9644156600203755,0.9598928060550094,0.048877825193614666,0.035584339979624506
"val layers=[64, 64], epochs=500, min_delta=0.001, patience=9, dropout_rate=0.5",0.9590816094566947,0.9538703227649243,0.9685324825986079,0.961145488559505,0.051261704491350576,0.031467517401392114
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.3",0.934421882103349,0.9373998543335761,0.9365812836559453,0.9369903902154921,0.06792318634423898,0.06341871634405473
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.3",0.9335455027657801,0.9345848375451263,0.9385150812064965,0.9365458360465958,0.07189335026186319,0.06148491879350348
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.5",0.9568874071829065,0.9502715061446128,0.9678358317566584,0.9589732496935611,0.055002370791844474,0.03216416824334158
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=3, dropout_rate=0.5",0.9580207622944609,0.9483880090497737,0.972592807424594,0.9603379152348225,0.057927313124900806,0.027407192575406032
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.3",0.8966699499924231,0.906994789934597,0.8931014408383059,0.8999945001558289,0.09945471787577051,0.10689855916169408
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.3",0.8969462756687125,0.9053895723491505,0.896461716937355,0.9009035266686097,0.10252340898270115,0.10353828306264501
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.5",0.956186543415669,0.9517894963563915,0.9647067384660166,0.9582045861115629,0.0530662241188557,0.035293261533983405
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=5, dropout_rate=0.5",0.9555201939834811,0.9487836107554417,0.9670823665893271,0.9578456014362657,0.0571337882875734,0.03291763341067285
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.3",0.9499545385664495,0.9589830758997857,0.9442584776597293,0.9515638176951564,0.043859649122807015,0.0557415223402707
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.3",0.9506706069561264,0.9587189657705303,0.9463457076566125,0.9524921550025541,0.04459609585780035,0.05365429234338747
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.5",0.9556940445522049,0.9528182964163515,0.9625600349294134,0.9576643921156944,0.051762288604393865,0.03743996507058652
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=7, dropout_rate=0.5",0.9572630143214367,0.952544311034877,0.9663573085846868,0.9594010941549093,0.052690049198539916,0.033642691415313224
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.3",0.9544438551295651,0.9525424952181601,0.9603405617814,0.9564256336854311,0.05195985459143354,0.039659438218599914
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.3",0.9555959687807836,0.9522649082568807,0.9633120649651972,0.9577566320645905,0.052848754166005395,0.036687935034802784
"train layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.5",0.9531368389149871,0.9498848755216578,0.9606680250327463,0.955246020260492,0.05504188398925241,0.03933197496725367
"val layers=[64, 128, 64], epochs=50, min_delta=0.0, patience=9, dropout_rate=0.5",0.9517314541183602,0.9473909935668334,0.960991879350348,0.9541429702685191,0.058403428027297255,0.03900812064965197
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.3",0.945522048795272,0.9577380952380953,0.9366904380730607,0.9470973438304761,0.04488699225541331,0.0633095619269393
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.3",0.94733651587482,0.9581794000295552,0.9402552204176334,0.9491326941374515,0.04491350579273131,0.05974477958236659
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.5",0.9576640400060615,0.9535476917549848,0.9657255130257605,0.9595979681483758,0.05109056424845899,0.03427448697423956
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=3, dropout_rate=0.5",0.9574145639160415,0.9513968072976055,0.9679524361948956,0.9596032202415181,0.05411839390572925,0.03204756380510441
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.3",0.9526632823155023,0.9577180962151467,0.95106243632659,0.9543786625773591,0.04559822980875612,0.048937563673409984
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.3",0.9538531484428279,0.957369416557544,0.9541763341067285,0.9557702084392475,0.04650055546738613,0.04582366589327146
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.5",0.955409910592514,0.9513614483799123,0.9636151942948624,0.9574491160840172,0.05350086929034297,0.03638480570513754
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=5, dropout_rate=0.5",0.9563537167538076,0.9502707324023938,0.9670823665893271,0.9586028460543338,0.055388033645453104,0.03291763341067285
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.3",0.9475678133050462,0.9437980320333261,0.9562290787367196,0.9499728899331285,0.0618381539434171,0.04377092126328046
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.3",0.949685534591195,0.9442543484459652,0.9604118329466357,0.9522645578720345,0.06205364227900333,0.03958816705336427
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.5",0.9551826034247614,0.9561269702912762,0.9578663949934507,0.9569958922534443,0.04773194246878457,0.042133605006549266
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=7, dropout_rate=0.5",0.9568841403349246,0.9565593880790879,0.9611368909512761,0.9588426763110307,0.04777019520710998,0.0388631090487239
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.3",0.955940293983937,0.9485771342985522,0.9678358317566584,0.9581097143680438,0.05697803066224119,0.03216416824334158
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.3",0.9556717435780859,0.9462593692547023,0.9702726218097448,0.9581155581012386,0.06030788763688304,0.02972737819025522
"train layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.5",0.9577966358539173,0.953168736094165,0.9664168243341581,0.959747064137308,0.051564722617354196,0.033583175665841944
"val layers=[64, 128, 64], epochs=50, min_delta=0.001, patience=9, dropout_rate=0.5",0.9590816094566947,0.9520625889046942,0.9705626450116009,0.96122361051271,0.05348357403586732,0.029437354988399073
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.3",0.9251401727534475,0.9170270078684342,0.9413840780090235,0.9290459262451075,0.09250039513197408,0.058615921990976566
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.3",0.925892248238236,0.9161744022503516,0.9446055684454756,0.9301727830929601,0.09458816060942707,0.055394431554524365
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.5",0.957588270950144,0.9572541206303206,0.9614684907582594,0.9593566773766088,0.046625572941362416,0.03853150924174065
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=3, dropout_rate=0.5",0.9564294915511101,0.954160080471332,0.962877030162413,0.9584987369180801,0.05062688462148865,0.037122969837587005
"train layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.3",0.9469427185937264,0.9498450883907418,0.948151651870179,0.948997614668876,0.054370159633317525,0.05184834812982099
"val layers=[64, 128, 64], epochs=100, min_delta=0.0, patience=5, dropout_rate=0.3",0.9449117223611427,0.9478728038333092,0.9466357308584686,0.9472538634549807,0.05697508332010792,0.05336426914153132
